single_line_id,session_id,measurement_id,sample_id,roi_within_measurement,cag_path,cag_path_index,pulse_duration_fs,frequency_kHz,velocity_mm_s,pass_count,pulse_pitch_um,E_line_J_mm,E_line_J,power_W_or_proxy,power_source_note,pixel_size_um,z_step_um,line_scan_direction,line_scan_direction_note,measurement_orientation_theta_deg,orientation_confident,processing_date_or_batch,date_confidence,height_data_type,background_correction_status,plane_a,plane_b,plane_c,plane_rmse_um,sigma_ref_um,valid_mask_status,hatch_spacing_um,replicates,provenance_same_system,provenance_system_note,units_note,mapping_provenance,exclusion_note,geometry_qc,notes
57,zro2_120_line,57,57,single,氧化锆/120组直线.cag,57,1000,40,10,3,0.25,1.5999,0.31998000000000004,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5433658920162827,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0012317157963354,0.0171484693153325,19.25066511209076,0.2560834232987766,0.2423598793024655,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
58,zro2_120_line,58,58,single,氧化锆/120组直线.cag,58,2000,5,5,4,1.0,4.2664,0.85328,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4398824946820525,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0015810860638225,0.0193430235038158,16.13776714914285,0.2566108504545585,0.2477449427929861,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
59,zro2_120_line,59,59,single,氧化锆/120组直线.cag,59,1000,10,5,5,0.5,5.333,1.0666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5887321453367065,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0021604322278901,0.0166259138816547,21.78309887602075,0.2538457759798994,0.2354825798480664,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
60,zro2_120_line,60,60,single,氧化锆/120组直线.cag,60,500,2,20,1,10.0,0.26665,0.05333,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4885639733684286,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0023711569569799,0.0121015221491937,11.343741834513033,0.3931499109792743,0.4042183270212185,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
61,zro2_120_line,61,61,single,氧化锆/120组直线.cag,61,1000,2,15,3,7.5,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4874205557564721,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0034745302219108,0.0184593589266288,13.333578051335184,0.2607526245366119,0.2523406859258279,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
62,zro2_120_line,62,62,single,氧化锆/120组直线.cag,62,1000,5,15,5,3.0,1.7776666666666665,0.35553333333333337,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5029306854345919,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0032704927663554,0.0116706270958775,17.657159836421084,0.2814290553218648,0.2757303966399193,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
63,zro2_120_line,63,63,single,氧化锆/120组直线.cag,63,4000,20,15,1,0.75,0.35553333333333337,0.07110666666666667,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4678195718537097,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0037584544033324,0.0198974322780376,12.354582707757713,0.2900234819030348,0.2808994747222516,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
64,zro2_120_line,64,64,single,氧化锆/120组直线.cag,64,223,2,25,3,12.5,0.63996,0.127992,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4383417255090762,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0030913327936422,0.0163862351509447,11.417154542058784,0.2436566262739322,0.2364952513706215,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
65,zro2_120_line,65,65,single,氧化锆/120组直线.cag,65,500,10,5,2,0.5,2.1332,0.42664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4193715028893336,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0023341098694999,0.0155604693985389,16.409732128647935,0.3150117281847024,0.308417490279448,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
66,zro2_120_line,66,66,single,氧化锆/120组直线.cag,66,500,5,5,3,1.0,3.1998,0.6399600000000001,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5572599444192576,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0031739067928037,0.0146815139117872,15.393879376875024,0.2944277881001295,0.2656800585573963,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
67,zro2_120_line,67,67,single,氧化锆/120组直线.cag,67,500,40,15,5,0.375,1.7776666666666665,0.35553333333333337,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.7146237360251462,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0031301480868443,0.0141706128085843,22.892629821556053,0.30754602951038,0.287267197440557,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
68,zro2_120_line,68,68,single,氧化锆/120组直线.cag,68,4000,5,25,5,5.0,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5129950176759905,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0026585388999841,0.0170692081667366,15.600197820202062,0.2623750407779571,0.239888083801651,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
69,zro2_120_line,69,69,single,氧化锆/120组直线.cag,69,1000,10,15,1,1.5,0.35553333333333337,0.07110666666666667,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.540594432765289,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0024005534880212,0.0171261574890548,11.0016236226271,0.2825040309712481,0.2547417343747422,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
70,zro2_120_line,70,70,single,氧化锆/120组直线.cag,70,4000,10,20,3,2.0,0.79995,0.15999000000000002,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5577997204976839,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0021859537910667,0.0146078041566237,14.767279915563716,0.2675040924085894,0.2403631217584726,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
71,zro2_120_line,71,71,single,氧化锆/120组直线.cag,71,223,20,10,1,0.5,0.5333,0.10666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4758768423029664,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0023029452247098,0.0191375176378238,12.982321413288531,0.3091243423182935,0.2882012945890069,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
72,zro2_120_line,72,72,single,氧化锆/120组直线.cag,72,2000,40,10,3,0.25,1.5999,0.31998000000000004,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4807420880423763,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0018144255152541,0.0186489667195584,19.37502939074777,0.283201106550692,0.2554460554883089,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
73,zro2_120_line,73,73,single,氧化锆/120组直线.cag,73,2000,2,20,1,10.0,0.26665,0.05333,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.3079729480919582,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.001505248821444,0.0118316239211444,8.635041405479429,0.340954985696452,0.3041440432238957,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
74,zro2_120_line,74,74,single,氧化锆/120组直线.cag,74,4000,10,10,2,1.0,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4339056334960389,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0014690223170775,0.0151707382653875,13.795802638273669,0.3339984885286491,0.3174060504135658,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
75,zro2_120_line,75,75,single,氧化锆/120组直线.cag,75,223,5,20,1,4.0,0.26665,0.05333,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5159576293372652,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0019626959378467,0.0172768333551494,12.071230879107432,0.3292145122464278,0.3007717758361508,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
76,zro2_120_line,76,76,single,氧化锆/120组直线.cag,76,1000,10,15,2,1.5,0.7110666666666667,0.14221333333333333,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5275186418959663,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0018336905555202,0.018205099683048,14.804223175921532,0.3338151987258046,0.2989491892426145,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
77,zro2_120_line,77,77,single,氧化锆/120组直线.cag,77,223,2,10,3,5.0,1.5999,0.31998000000000004,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.4199049715328726,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0026960645670865,0.012085611523823,13.209388112477171,0.2598921225578154,0.2445869073710407,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
78,zro2_120_line,78,78,single,氧化锆/120组直线.cag,78,1000,10,15,5,1.5,1.7776666666666665,0.35553333333333337,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5060507525400055,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.003362918230577,0.0184836741072245,20.772836908912808,0.2618031368953827,0.246761653457102,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
79,zro2_120_line,79,79,single,氧化锆/120组直线.cag,79,500,5,5,2,1.0,2.1332,0.42664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.529320888263328,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0022123054912561,0.0152637997660153,12.672724400105745,0.3094900159677549,0.2979677196293785,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
80,zro2_120_line,80,80,single,氧化锆/120组直线.cag,80,223,2,25,2,12.5,0.42664,0.085328,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5701400580788913,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0015991788199315,0.017283862013651,15.355102522654574,0.3220895247283918,0.3100940466643662,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
81,zro2_120_line,81,81,single,氧化锆/120组直线.cag,81,223,40,10,4,0.25,2.1332,0.42664,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5981587667918973,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0028873247040825,0.0140616421778538,21.23822836604417,0.2875115730924683,0.277170387514614,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
82,zro2_120_line,82,82,single,氧化锆/120组直线.cag,82,500,2,25,5,12.5,1.0666,0.21332,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.55973731115958,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.003182204737605,0.0196017346661518,14.240484335167457,0.2583571753395673,0.2427310781226555,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
83,zro2_120_line,83,83,single,氧化锆/120组直线.cag,83,500,20,15,5,0.75,1.7776666666666665,0.35553333333333337,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5367152257020678,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0044228804972014,0.0131612042621087,19.248168454767494,0.245425253575384,0.2346222514496062,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
84,zro2_120_line,84,84,single,氧化锆/120组直线.cag,84,2000,2,20,2,10.0,0.5333,0.10666,5.333,"measured post-objective 5.3333 W, no independent record (v2 §11); rectangle side carries the same value with PENDING_REGISTRATION",0.278657,0.0001,image-frame: line axis ~0 deg (u+ = machining direction); start/end sign unknown,no per-sample scan-direction provenance; start/end symbol unrecorded (细则 §0.8),-0.5207624059010527,True,20260528_single_line_batch,filename_only,absolute_height_raw_primary|cone_repaired_sensitivity,frozen_plane_from_view_manifest,-0.0039963225689269,0.0130506354302415,10.16254848080264,0.2945277216184743,0.2754207539526732,all_valid,,1,True,same laser & VK4/CAG measurement chain; identical measured post-objective power value on both datasets (no independent record),tau fs / f kHz / v mm/s / N count / length um,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),"氧化锆/72组单脉冲直线.cag excluded: no design table, no provenance (上位规划 §4 red line)",pending,
